instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
0,8cdfb65a7391e024,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",45.00,1,solved,48,,1073,2397,676,1474,1.1561,1.1772,1
1,65f87c9b3d421ae0,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",47.00,1,solved,50,,343,763,249,546,0.3132,0.3202,1
2,da4f3be0c9816275,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",46.00,1,solved,50,,11864,26157,2235,4690,2.7984,2.9496,1
3,eadbc6570128f394,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",40.00,1,solved,44,,3727,8376,1318,2766,1.6669,1.7211,1
4,fa8170c92d653be4,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",37.00,1,solved,42,,1103,2457,547,1179,0.7150,0.7330,1
5,da689174fe0523cb,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",49.00,1,solved,54,,1329,2950,939,2030,1.1759,1.2019,1
6,fa38e9bc752460d1,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",41.00,1,solved,42,,263,587,206,449,0.2605,0.2660,1
7,0f6d73aeb8c51294,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",38.00,1,solved,40,,2116,4675,768,1604,0.9483,0.9786,1
8,f5c2ad80eb714693,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",44.00,1,solved,46,,883,1950,410,896,0.5161,0.5302,1
9,ea09fb7d1245386c,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",38.00,1,solved,40,,77,168,73,157,0.0932,0.0951,1
10,1f08a4d37c625eb9,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",52.00,1,solved,54,,1540,3485,739,1613,0.9596,0.9876,1
11,0cb47e6592a183df,,idastar,"{""w"": 1.0}",regressor,"{""checkpoint"": ""../phase2_model_training/checkpoints/regressor/best_model.pt"", ""device"": ""cpu""}",50.00,1,solved,52,,132,300,115,262,0.1504,0.1535,1
