instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
0,8cdfb65a7391e024,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,46,,439,992,375,834,0.4374,0.4522,1
1,65f87c9b3d421ae0,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,50,,407,914,333,724,0.2440,0.2531,1
2,da4f3be0c9816275,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,48,,4210,9319,1211,2546,0.9154,0.9717,1
3,eadbc6570128f394,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",42.00,1,solved,42,,247,571,189,429,0.1530,0.1588,1
4,fa8170c92d653be4,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",38.00,1,solved,38,,187,429,161,359,0.1262,0.1309,1
5,da689174fe0523cb,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",50.00,1,solved,52,,785,1818,381,858,0.2872,0.2997,1
6,fa38e9bc752460d1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",42.00,1,solved,42,,169,372,162,350,0.1312,0.1354,1
7,0f6d73aeb8c51294,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",38.00,1,solved,38,,101,225,91,198,0.0698,0.0722,1
8,f5c2ad80eb714693,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,48,,462,1018,353,755,0.2621,0.2722,1
9,ea09fb7d1245386c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",38.00,1,solved,38,,163,362,113,238,0.0855,0.0889,1
10,1f08a4d37c625eb9,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",52.00,1,solved,52,,585,1324,481,1068,0.3637,0.3772,1
11,0cb47e6592a183df,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",52.00,1,solved,52,,115,262,99,222,0.0782,0.0811,1
12,980a6fc437e2bd15,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,48,,158,342,145,305,0.1090,0.1128,1
13,ca05ed26f479b381,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",40.00,1,solved,38,,55,122,56,122,0.0431,0.0446,1
14,9ec8fa3d2b645071,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",30.00,1,solved,34,,241,542,200,443,0.1482,0.1537,1
15,6fbd9c583ea42017,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",40.00,1,solved,42,,167,387,157,356,0.1200,0.1241,1
16,f1d7a82e340b65c9,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,46,,222,502,206,449,0.1604,0.1662,1
17,bd0c6e78a9f41352,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",36.00,1,solved,34,,133,305,87,196,0.0646,0.0672,1
18,8f9d2b3046e17ac5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,48,,563,1264,459,1015,0.3421,0.3550,1
19,09c5e4ad2861fb37,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,46,,84,181,79,170,0.0608,0.0629,1
20,023e9f6db5ac1784,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",42.00,1,solved,42,,100,228,75,166,0.0581,0.0602,1
21,3bac4f2e0581796d,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,46,,386,869,316,695,0.2245,0.2329,1
22,d90c78a4b236e5f1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",38.00,1,solved,38,,104,244,96,217,0.0688,0.0713,1
23,e2dc5af87309b641,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",38.00,1,solved,40,,70,163,66,149,0.0495,0.0512,1
24,f94c7ab8650123ed,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",40.00,1,solved,42,,132,302,125,283,0.0889,0.0920,1
25,cfda7312590eb648,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",48.00,1,solved,52,,265,574,246,522,0.1711,0.1771,1
26,8964e23dbc0f1a75,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",52.00,1,solved,54,,770,1742,696,1544,0.4930,0.5112,1
27,13647bae2c08d59f,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",60.00,1,solved,62,,139,311,136,297,0.1000,0.1035,1
28,d208b59c46f37e1a,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",48.00,1,solved,48,,125,303,109,252,0.0838,0.0871,1
29,7e158d906cf43ab2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,46,,100,235,96,222,0.0738,0.0765,1
30,86d9b7304aef125c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",54.00,1,solved,54,,104,246,101,238,0.0743,0.0769,1
31,8d7cf61a4b0e2539,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",48.00,1,solved,50,,1198,2695,1055,2333,0.7600,0.7877,1
32,b38cad416ef79052,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,46,,102,231,95,214,0.0691,0.0717,1
33,39f86eadbc027514,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",40.00,1,solved,42,,106,254,98,224,0.0699,0.0723,1
34,b3ae5d607214cf98,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",52.00,1,solved,56,,1765,3861,1070,2283,0.7531,0.7834,1
35,b98cdaf73605e412,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,46,,269,604,220,487,0.1542,0.1599,1
36,6f5ce03dba179482,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,46,,132,308,131,300,0.0961,0.0993,1
37,7301856e2bfac94d,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",58.00,1,solved,60,,192,424,173,375,0.1256,0.1300,1
38,0fb75d943ec126a8,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,46,,177,394,170,375,0.1226,0.1270,1
39,e32c7015abd8f694,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,44,,64,144,64,140,0.0483,0.0499,1
40,f5048eb97d1a36c2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",40.00,1,solved,42,,224,519,192,432,0.1339,0.1389,1
41,63fbd92c840a751e,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",48.00,1,solved,54,,981,2200,558,1232,0.4025,0.4190,1
42,5ecdf3b928071a46,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",42.00,1,solved,44,,103,234,97,215,0.0737,0.0763,1
43,e842cd67b901f3a5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,44,,117,261,115,252,0.0877,0.0907,1
44,e5f1d3bc02a67498,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,50,,2098,4722,1210,2634,0.9105,0.9496,1
45,5df9b8e4a71c2036,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",44.00,1,solved,48,,522,1127,476,1005,0.3577,0.3706,1
46,e91cf362ba5d7840,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",40.00,1,solved,42,,273,627,258,586,0.1915,0.1982,1
47,134cfe8abd796052,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.4}",46.00,1,solved,48,,123,281,122,273,0.0923,0.0955,1
