instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
0,8cdfb65a7391e024,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",44.00,1,solved,46,,239,543,205,459,0.3051,0.3149,1
1,65f87c9b3d421ae0,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",46.00,1,solved,50,,243,546,204,447,0.1366,0.1415,1
2,da4f3be0c9816275,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",46.00,1,solved,48,,2478,5486,827,1748,0.5649,0.5964,1
3,eadbc6570128f394,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",42.00,1,solved,42,,202,464,146,328,0.1030,0.1067,1
4,fa8170c92d653be4,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",38.00,1,solved,40,,268,606,177,393,0.1190,0.1236,1
5,da689174fe0523cb,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",50.00,1,solved,52,,273,634,231,528,0.1563,0.1620,1
6,fa38e9bc752460d1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",42.00,1,solved,44,,249,548,223,479,0.1500,0.1552,1
7,0f6d73aeb8c51294,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",38.00,1,solved,38,,116,268,80,175,0.0550,0.0571,1
8,f5c2ad80eb714693,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",44.00,1,solved,48,,507,1126,372,803,0.2537,0.2633,1
9,ea09fb7d1245386c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 2.0, ""threshold"": 0.5}",38.00,1,solved,38,,156,344,106,220,0.0721,0.0750,1
