id,state_hex,optimal_cost
0,8ab57e3c01296df4,
1,8f4a75ed326cb091,
2,8c0edb4f792536a1,
3,5e692f8d0c43ab17,
4,01d46fe2bac57398,
5,ebc8f514da296370,
6,87c53fbd2e0614a9,
7,bc9eaf64035d2178,
8,d957c832a46be0f1,
9,a49e3db67f05281c,
10,fc0b42a5378e619d,
11,c2b1ea483f95d760,
12,c25d10e873ab96f4,
13,e8f470ab21dc5693,
14,72596c10aedf3b84,
15,ef2d501b867a934c,
16,ad84c615be0239f7,
17,bf4dac98560e3217,
18,bd08947ce6a1f352,
19,3ea4bcdf75069218,
20,2b8d1e3c590476af,
21,8fc2a069d1eb3754,
22,fc5ae0d17324b986,
23,afb57e4608cd3291,
24,bdcea7f506482931,
25,06cd48791ef5b3a2,
26,af0e769c1d28b345,
27,da5c9164037feb82,
28,f9ce7168d34520ba,
29,8c94bef105d2a673,
30,b65e19da284cf073,
31,fbe97065dc813a24,
32,f9b47de035a216c8,
33,b7da6045ce19f238,
34,6ecab52037d8f419,
35,91b6308e25fdac74,
36,b1fcda64e3092758,
37,db85639caf47e012,
38,8baef09374dc1625,
39,59c6e830fb2a741d,
40,8dfce0a92b453671,
41,9f7385debc64a021,
42,4ec8b659d3f17a20,
43,d908e16ca7b5f324,
44,fea98d5432c6b170,
45,c9bd74f50e6132a8,
46,658b1f7cad0e9324,
47,cb03ad8e497652f1,
48,ab09c538e671f24d,
49,bd2cf64a35e71098,
50,da627fbe01c83954,
51,ed2810493f567bca,
52,abf68d190c32745e,
53,e9c8f52b0137a4d6,
54,1c563a8de704fb92,
55,e35cfa28791b6d40,
56,c2a4f1798d05eb36,
57,e628f0da179b3c54,
58,1a7df295b6048ec3,
59,afd862537be491c0,
60,9a7cdb682e31f450,
61,dc1875fea6023b49,
62,15fd76b2ea0948c3,
63,bf8e9a62d4051c73,
64,eac510fd29b83674,
65,7ea81b3504cf296d,
66,f68c9eb03475a12d,
67,3f75e0a4169bdc28,
68,cbf92d316805ea47,
69,4fec5a10728db963,
70,b9da7f813e0c2465,
71,2edc9386f70a41b5,
72,671d98a0fe4cb325,
73,b7f9e0a23c46d815,
74,a68fd5c09eb23714,
75,bea52019df867c34,
76,d7cab1940f82635e,
77,c30b52d479a8ef16,
78,278cef9d0b64a135,
79,ac09f2d1b38645e7,
80,bde8a0c963247f15,
81,27c619a8b3e54df0,
82,faec9d106b584723,
83,bae9c12534d786f0,
84,0fb47a9d86ec5321,
85,af059bd6e14c2738,
86,ef046b9ca3d27581,
87,e357d4bc8106f9a2,
88,1d59203e7fbca648,
89,fed8bc9016a37425,
90,f2ad168c9e0b7534,
91,72ecf9a1b5864d30,
92,f3cd20e98b45671a,
93,5fd43029be618ac7,
94,c2ed4f9a057168b3,
95,9f6e7358ab1d204c,
96,b15afc3472e8d096,
97,efdc2943a75860b1,
98,aec2d5f90b861734,
99,1ac2906e53b7df48,
