id,state_hex,optimal_cost
0,8cdfb65a7391e024,
1,65f87c9b3d421ae0,
2,da4f3be0c9816275,
3,eadbc6570128f394,
4,fa8170c92d653be4,
5,da689174fe0523cb,
6,fa38e9bc752460d1,
7,0f6d73aeb8c51294,
8,f5c2ad80eb714693,
9,ea09fb7d1245386c,
10,1f08a4d37c625eb9,
11,0cb47e6592a183df,
12,980a6fc437e2bd15,
13,ca05ed26f479b381,
14,9ec8fa3d2b645071,
15,6fbd9c583ea42017,
16,f1d7a82e340b65c9,
17,bd0c6e78a9f41352,
18,8f9d2b3046e17ac5,
19,09c5e4ad2861fb37,
20,023e9f6db5ac1784,
21,3bac4f2e0581796d,
22,d90c78a4b236e5f1,
23,e2dc5af87309b641,
24,f94c7ab8650123ed,
25,cfda7312590eb648,
26,8964e23dbc0f1a75,
27,13647bae2c08d59f,
28,d208b59c46f37e1a,
29,7e158d906cf43ab2,
30,86d9b7304aef125c,
31,8d7cf61a4b0e2539,
32,b38cad416ef79052,
33,39f86eadbc027514,
34,b3ae5d607214cf98,
35,b98cdaf73605e412,
36,6f5ce03dba179482,
37,7301856e2bfac94d,
38,0fb75d943ec126a8,
39,e32c7015abd8f694,
40,f5048eb97d1a36c2,
41,63fbd92c840a751e,
42,5ecdf3b928071a46,
43,e842cd67b901f3a5,
44,e5f1d3bc02a67498,
45,5df9b8e4a71c2036,
46,e91cf362ba5d7840,
47,134cfe8abd796052,
48,7fd425ca96083b1e,
49,e28cf1d50b4637a9,
50,6172a04cbde8f593,
51,81679da0befc3245,
52,79d850c2f6a4be31,
53,ef4568ac7d1932b0,
54,ec6d7120358b49af,
55,b8f4c015e69d327a,
56,d7083c5469efa21b,
57,ce856da1b9f47230,
58,bc9e83f60a74125d,
59,fcbd1e49720856a3,
60,370fd5c469ab28e1,
61,d3bf746c08e92a15,
62,02f596cb7ade1348,
63,7f0e9a832dcb6145,
64,94dc8ea60b3172f5,
65,2f3d5e748169a0cb,
66,2c08a4b9f7513de6,
67,e5b973c86f0d412a,
68,2f5c6d840e31ab79,
69,d6fca037b254e198,
70,a7ed91c82f453b60,
71,4b7d2f5a06ec1389,
72,098eab472d6c351f,
73,af45c2b80e931d67,
74,be08179d6a2fc354,
75,3db4a19e7f05286c,
76,76ecf3d49805ba21,
77,facb6e19430d8725,
78,4906fce2b7d853a1,
79,46d780f9b5eca213,
80,de07416b398fa25c,
81,cb1afe9d62387045,
82,d5fc3ea8790146b2,
83,689f42bcd3e57a10,
84,384e67c0af291bd5,
85,f9d485730cb1a6e2,
86,f94c758ab631e2d0,
87,5becf9a0714d6328,
88,670f591ce3d2a48b,
89,0d1ef39c7a524b68,
90,d18cf0e27946a5b3,
91,0389af6e2b7dc154,
92,76c9a048febd2351,
93,c207ebd8f6a19543,
94,7fe4bac82d651930,
95,7d6be28c3f9a1054,
96,b4d3ce96081a72f5,
97,9cab10dfe8537246,
98,c9ed7f13b405682a,
99,f58ab3427e6cd190,
100,cd9aef14265b8730,
101,29ed7f683ab4105c,
102,fd41bc60895a2e37,
103,ea017f926c5d3b84,
104,b8cfa1603d9e7254,
105,97fea518063db24c,
106,867b2fc9354ed01a,
107,7b8f3ae02c4d6915,
108,69a83015bfcd2e74,
109,5ed46b8fc70923a1,
110,d981e0af46c2b735,
111,9f0c3dab7528614e,
112,798d54b2ec0136af,
113,2ed87f340916c5ba,
114,3df75029ea186cb4,
115,ba9c4827fe0d5361,
116,bedaf58c76023914,
117,8f36b09e24cda715,
118,fd081ce5b2a97364,
119,7e9bf05c3168d4a2,
120,a1e43fcd790b6285,
121,c6d830a51fb492e7,
122,a8cd60fb297e4351,
123,84be6f3ac9d27510,
124,47a9201c3f5dbe86,
125,fe94c03a6db82517,
126,d84ce370a1f9256b,
127,cd9e1a8b0742f536,
128,6b587f1d29ac30e4,
129,ca89f035ed647b12,
130,0c8dbe9476f3512a,
131,f31d9a54b68e207c,
132,e72d38cb910af645,
133,970d6f1b5ae832c4,
134,28f4dab037c596e1,
135,f593106ecadb8472,
136,ac983be7df145620,
137,e601fd8ca924b375,
138,3ae9602d7fc51b84,
139,ced176fba3849025,
140,c9edba587201f634,
141,695abefc024178d3,
142,ca01b35e679d42f8,
143,9fd8a27c0e1b3645,
144,687fc5940e1adb32,
145,face3d912b648057,
146,e6d5c084b23f79a1,
147,bdca9482f51637e0,
148,dcb2f7e0a1349685,
149,028abd63ec457f19,
150,bf0a34189ced6275,
151,6804bdc2a915f7e3,
152,dbc3aef529067841,
153,ef396abcd2517048,
154,f8be6d139c4527a0,
155,b85d9cf072163ae4,
156,397a6d5cbe8421f0,
157,faec628d0b157943,
158,965d80c2e3ab1f74,
159,f759b6c03214e8ad,
160,be9ca14863fd5072,
161,ad987fbc4206315e,
162,dcea5f1063247b98,
163,fad31ec26794805b,
164,a7d96b5cf238e041,
165,2a8df0763e5914cb,
166,08af15e9bdc26473,
167,7a15e9b602dcf438,
168,84b6a0dfe275319c,
169,93e87ac50124fb6d,
170,c6befd23a1487059,
171,a8f54c9de103726b,
172,dcb9fae053248617,
173,a5f8b94c6d0e7231,
174,bf4c309ae68d7521,
175,ba0d8fc67e415293,
176,bca23f780ed45196,
177,bc68a72fe41d3095,
178,5b0d39c8ae2467f1,
179,d798e064fc35ba21,
180,fb9423c87a05d16e,
181,ab7f384c9d0e6125,
182,260ca319ebf45d87,
183,6f9c80bd73a452e1,
184,0a78b32e16f945dc,
185,56dc9240e3b7fa18,
186,b708dfc364ea2519,
187,7b3face5269410d8,
188,b9fc3e186524a7d0,
189,fcad8041b592e673,
190,39ebfacd62475081,
191,651e8a407dfcb392,
192,fb981e603a7524dc,
193,fa89ec1d7b653420,
194,52c8af10be396d47,
195,69e458ba37cf20d1,
196,f498e1a62503d7bc,
197,9bd87ac0e345f612,
198,9b0ef587d3c6a241,
199,fe1928adb435607c,
200,0df53c8abe124697,
201,8d5e2f3a01c976b4,
202,ceda1042bf769583,
203,94f5e8c27a0b31d6,
204,cf4b709ade623158,
205,05d8e7a4f3926b1c,
206,af7b3e15d20c4869,
207,4fc3e0a789d61b25,
208,5e6b3f4ca702d189,
209,8f6e2170a59cb34d,
210,09d1b5a4ef62c738,
211,2eb7f9d86305c4a1,
212,fd98401c27ea365b,
213,69d8c51eb703af42,
214,d983f0ce651b2a74,
215,cbadf04e79251638,
216,8ab57fcd24e13096,
217,abed3049f216758c,
218,d968b3afe2c41075,
219,fdbca04971e53286,
220,2eb475a8360fd91c,
221,6c4baf92370d8e51,
222,2dba7e6f41c58390,
223,dafc3e890125b467,
224,7fcea0d93b821465,
225,b5d1cea07329f648,
226,fc5e8d74a602b193,
227,5dbf63ae180942c7,
228,a298be7d06c513f4,
229,ca18f2e50964d7b3,
230,dba6c9fe37082541,
231,6f9aed24b501c837,
232,d3c4b5af620871e9,
233,fc8de624a109b375,
234,0cb9e87f641d2a35,
235,fa9ced65324871b0,
236,1ab8c0d97fe36542,
237,7e8afbc095d42631,
238,0c85e4d2ba93716f,
239,e7fa2cbd05384169,
240,f6d4a312e90c57b8,
241,2b95ae8f371c40d6,
242,ec9ad0b53761428f,
243,1f4c5ad93e76b280,
244,5fa239670e14bc8d,
245,ed84b0597631fac2,
246,e784cf59a30261bd,
247,bd2980afc35e6741,
248,78df103eb6a9254c,
249,7a9d65bf0318c2e4,
250,bf2a6c31579840de,
251,5f07c694a321edb8,
252,8ef1503ab7d94c26,
253,3bae70869cdf2415,
254,0354cf2ab1897d6e,
255,f6a4be5d271390c8,
256,4d02bfc93a18756e,
257,de4162a0f8b7c953,
258,e86fa0bcd5129473,
259,b8acde205f914673,
260,450bf3ad6e8192c7,
261,e845fdb90ac26713,
262,f4c1b26de35a9087,
263,e40df2c69853ba17,
264,b1c82d6f3754a0e9,
265,e748f061a2d9c35b,
266,07cdbe94f1386a52,
267,da36f8c1e249b057,
268,b7fc13d89e65a024,
269,ba4c2fd86e713590,
270,aed9365701f2bc84,
271,adf978e13b04256c,
272,bec279680a34f1d5,
273,efcb16480275a39d,
274,7f1c4e892b03d56a,
275,6b01e854f9d2ca37,
276,adf2b6c53108e749,
277,16aef584320d97bc,
278,0a846d39e5c2b7f1,
279,72ad6b591308fe4c,
280,0ce48f5b73a9d612,
281,7d0ca8f569e413b2,
282,3afe59c78b14d062,
283,2f3b90cda647158e,
284,a50891dc7f426eb3,
285,1d8f36c57a049e2b,
286,470de6ac2359f1b8,
287,b9ae5247c1f830d6,
288,f7d46ae95c183b20,
289,f64ae95cb208731d,
290,aebd72c93f518640,
291,ebd8f2ac75013694,
292,f5ac89d64321e0b7,
293,3d6f25ac07e1498b,
294,3fc5a01de7289b64,
295,7bfde6982a0541c3,
296,0fa87e9d6b153c24,
297,cba1f0e53847d692,
298,6cbf3e8da5217490,
299,e3a5cd872691f0b4,
300,5e086c19d7af32b4,
301,6804bcdaf92153e7,
302,8ad36bc0e129f457,
303,bfc87a916503de42,
304,0d18ae9f2b643c75,
305,7916e4cb8d2f35a0,
306,f2956d8eabc14730,
307,cfb583da640927e1,
308,dc25b9480fa6317e,
309,3b8a9160e5c42f7d,
310,fb6de0a17985234c,
311,e4fb9d1c86a23075,
312,0ad98e467c352fb1,
313,4e0cd918f756b32a,
314,06b1c5a8f34972ed,
315,0f2c98d1ba46735e,
316,fdc9e45b076182a3,
317,8fd9b71035e264ac,
318,26915ab47f0c38de,
319,6d4cb5a08e12f379,
320,cdf5b086e371249a,
321,3f857ad4e9061b2c,
322,f603a4cd7895eb12,
323,87ac2d6e350fb914,
324,7cbde3a81f694250,
325,fbdc30145729e6a8,
326,f7cea4685b0d2139,
327,0915ed84f2a3c67b,
328,b842e7d06c91a53f,
329,a69ed7c50b314f28,
330,f8da4c160b79532e,
331,df753cae46189b20,
332,edb5f07832946ac1,
333,d64b3790e285f1ca,
334,baecd7f058143962,
335,67fc18be329da054,
336,0bae674cf18925d3,
337,6d8eacb0f2593741,
338,f3b1e279c684ad50,
339,e50cab8d7f693214,
340,be28cf6037da5914,
341,f7082dea5b4c6931,
342,b721f0da435e698c,
343,e59df0bc7368a421,
344,a7c85f92036d1eb4,
345,732860ca54deb9f1,
346,bfd92580e6c4a371,
347,0b936f7c24de581a,
348,bfe4a0263c751d89,
349,0bc971d5f86ea324,
350,f84ce01d9673b2a5,
351,78a1c64be309f2d5,
352,e9dc23680f14ba57,
353,6e9c30b87df5214a,
354,a902efc34b681d57,
355,cf48ab61de972530,
356,e39da6c10487fb52,
357,0fa429bce658713d,
358,ae7c406b281d3f95,
359,dc32b850e6a19f47,
360,e297f0658cd4a31b,
361,6d8791fce4a320b5,
362,b4fce2687d05a319,
363,7e25cbd09a8436f1,
364,eadf473c510b2698,
365,785debf93c06a214,
366,721a30896eb45fdc,
367,7eb536cd0149af82,
368,0d29fa81c5473eb6,
369,9438ebdca5f16072,
370,3fbe6819572ad4c0,
371,dfc8a095712e36b4,
372,d859aec23b67f041,
373,ce687f3402b1a5d9,
374,2eb8795ac10d36f4,
375,82fcb09e135764ad,
376,8f51da6379bc24e0,
377,fec5a21609d3b748,
378,bd837f956ca1402e,
379,6de7c085f1b293a4,
380,86c1fde4b9357a20,
381,af2ce9b806d45173,
382,6bdca09e4f351728,
383,ef786ab19405c32d,
384,6ca9bdf4021e7358,
385,4f0a31ed78c96b52,
386,591afe680bd43c72,
387,fe8d2b40a6c93571,
388,ea086b5f394712dc,
389,f39c6a75ed0b2841,
390,a65f2d7c13e9b048,
391,5c3a20bef918d467,
392,69d12f50bec3a748,
393,f69cb1372a8ed045,
394,fade7865140c93b2,
395,dbfc354806a9e217,
396,f2a467db59ec3081,
397,b4fd503a2c89e671,
